Context,ID,Text,Comments
Backend,BE_CargoQuantity[1],{0:0.#},
Backend,BE_building_NOT_activated,<color=red>DESATIVADA!</color>,
Backend,BE_building_NOT_powered,<color=red>SEM ENERGIA!</color>,
Backend,BE_building_health[1],Vida: {0:P0},
Backend,BE_building_HomeDockedDrone[1],Drone atracado: {0},
Backend,BE_building_AssignedDrone_SINGULAR[1],Drone alocado: {0},
Backend,BE_building_AssignedDrone_PLURAL[1],Drones alocados:\n\tDrones {0},
Backend,BE_building_WorkState_AwaitingConstructionMaterials,Aguardando materiais de construção:,
Backend,BE_building_WorkState_MaterialsLine[3],{0} {1}/{2},
Backend,BE_building_WorkState_ConstructionProgress[1],Progresso da construção: {0:P0},
Backend,BE_building_WorkState_AwaitingUpgradeMaterials,Aguardando materiais de aprimoramento:,
Backend,BE_building_WorkState_UpgradeProgress[1],Progresso do aprimoramento: {0:P0},
Backend,BE_building_WorkState_ScrapProgress[1],Progresso da demolição: {0:P0},
Backend,BE_building_WorkState_AwaitingRubbleClearOut,Aguardando remoção de escombros,
Backend,BE_building_hyperloop_description,Possibilita o transporte de cargas e operários.,
Backend,BE_building_hyperloop_name,Terminal de hyperloop,
Backend,BE_building_water_mine_description,"Extrai gelo de depósitos subterrâneos, mas depósitos profundos e bem profundos exigem tais usinas com níveis mais altos.",
Backend,BE_building_water_mine_name,Usina de perfuração de gelo,
Backend,BE_building_water_mine_2_name,Usina de perfuração de gelo avançada,
Backend,BE_building_water_mine_3_name,Usina de perfuração de gelo superior,
Backend,BE_building_water_treatment_plant_description,Extrai água de corpos de água e melhora a qualidade dela para distribuí-la pela rede de abastecimento de água.,
Backend,BE_building_water_treatment_plant_name,Usina de tratamento de água,
Backend,BE_building_aluminum_mine_description,"Extrai e refina minério de alumínio, mas jazidas profundas e bem profundas exigem minas de alumínio com níveis mais altos.",
Backend,BE_building_aluminum_mine_name,Mina de alumínio,
Backend,BE_building_aluminum_mine_2_name,Mina de alumínio avançada,
Backend,BE_building_aluminum_mine_3_name,Mina de alumínio superior,
Backend,BE_building_carbon_mine_description,"Extrai carbono de depósitos de minerais ricos em carbono, mas depósitos profundos e bem profundos exigem minas de carbono com níveis mais altos.",
Backend,BE_building_carbon_mine_name,Mina de carbono,
Backend,BE_building_carbon_mine_2_name,Mina de carbono avançada,
Backend,BE_building_carbon_mine_3_name,Mina de carbono superior,
Backend,BE_building_chemicals_mine_description,"Extrai compostos de depósitos de minerais, mas depósitos profundos e bem profundos exigem usinas de compostos com níveis mais altos.",
Backend,BE_building_chemicals_mine_name,Usina de compostos,
Backend,BE_building_chemicals_mine_2_name,Usina de compostos avançada,
Backend,BE_building_chemicals_mine_3_name,Usina de compostos superior,
Backend,BE_building_iron_mine_description,"Extrai e refina minério de ferro, mas jazidas profundas e bem profundas exigem minas de ferro com níveis mais altos.",
Backend,BE_building_iron_mine_name,Mina de ferro,
Backend,BE_building_iron_mine_2_name,Mina de ferro avançada,
Backend,BE_building_iron_mine_3_name,Mina de ferro superior,
Backend,BE_building_silicon_mine_description,"Extrai e refina minério de silício, mas jazidas profundas e bem profundas exigem minas de silício com níveis mais altos.",
Backend,BE_building_silicon_mine_name,Mina de silício,
Backend,BE_building_silicon_mine_2_name,Mina de silício avançada,
Backend,BE_building_silicon_mine_3_name,Mina de silício superior,
Backend,BE_building_uranium_mine_description,Extrai e refina minério de urânio.,
Backend,BE_building_uranium_mine_name,Mina de urânio,
Backend,BE_building_uranium_mine_2_name,Mina de urânio avançada,
Backend,BE_building_uranium_mine_3_name,Mina de urânio superior,
Backend,BE_building_drone_factory_description,Constrói novos operários (quando há espaço nas centrais de operários).,
Backend,BE_building_drone_factory_name,Fábrica de operários,
Backend,BE_building_drone_factory_2_name,Fábrica de operários avançada,
Backend,BE_building_drone_factory_3_name,Fábrica de operários superior,
Backend,BE_building_electronics_factory_description,Produz os componentes eletrônicos que mantêm os operários e estruturas em funcionamento.,
Backend,BE_building_electronics_factory_name,Fábrica de eletrônicos,
Backend,BE_building_electronics_factory_2_name,Fábrica de eletrônicos avançada,
Backend,BE_building_electronics_factory_3_name,Fábrica de eletrônicos superior,
Backend,BE_building_food_factory_description,Produz comida sintética para as colônias.,
Backend,BE_building_food_factory_name,Fábrica de comida,
Backend,BE_building_food_factory_2_name,Fábrica de comida avançada,
Backend,BE_building_food_factory_3_name,Fábrica de comida superior,
Backend,BE_building_glass_factory_description,Cria vidro reforçado a partir do silício.,
Backend,BE_building_glass_factory_name,Fábrica de vidro,
Backend,BE_building_glass_factory_2_name,Fornalha de vidro avançada,
Backend,BE_building_glass_factory_3_name,Fornalha de vidro superior,
Backend,BE_building_parts_factory_description,Constrói peças mecânicas capazes de resistir a fatores ambientais extremos.,
Backend,BE_building_parts_factory_name,Fábrica de peças,
Backend,BE_building_parts_factory_2_name,Fábrica de peças avançada,
Backend,BE_building_parts_factory_3_name,Fábrica de peças superior,
Backend,BE_building_steel_factory_description,Cria aço a partir de carbono e ferro.,
Backend,BE_building_steel_factory_name,Fábrica de aço,
Backend,BE_building_steel_factory_2_name,Fábrica de aço avançada,
Backend,BE_building_steel_factory_3_name,Fábrica de aço superior,
Backend,BE_building_fuel_factory_description,Cria combustível a partir de compostos.,
Backend,BE_building_fuel_factory_name,Fábrica de combustível,
Backend,BE_building_fuel_factory_2_name,Fábrica de combustível avançada,
Backend,BE_building_fuel_factory_3_name,Fábrica de combustível superior,
Backend,BE_building_polymers_factory_description,Cria polímeros a partir de compostos e carbono.,
Backend,BE_building_polymers_factory_name,Fábrica de polímeros,
Backend,BE_building_polymers_factory_2_name,Fábrica de polímeros avançada,
Backend,BE_building_polymers_factory_3_name,Fábrica de polímeros superior,
Backend,BE_building_areological_scanner_description,Faz uma varredura na região atrás de veios de recursos.,
Backend,BE_building_areological_scanner_name,Escâner areológico,
Backend,BE_building_colony_basic_description,Uma colônia básica com capacidade para 100. Requer gelo e comida.,
Backend,BE_building_colony_basic_name,Colônia,
Backend,BE_building_colony_small_description,Uma colônia pequena com capacidade para 250. Requer gelo e comida.,
Backend,BE_building_colony_small_name,Colônia avançada,
Backend,BE_building_colony_medium_description,Uma colônia média com capacidade para 500. Requer gelo e comida.,
Backend,BE_building_colony_medium_name,Colônia superior,
Backend,BE_building_colony_dome_small_description,Uma colônia coberta com capacidade para 1.000. Precisa ser construída em uma cratera adaptável e conectada à rede de abastecimento de água.,
Backend,BE_building_colony_dome_small_name,Cidade coberta,
Backend,BE_building_colony_tent_city_description,Uma colônia grande com capacidade para 2.500. Não precisa de pressurização. Precisa ser conectada à rede de abastecimento de água.,
Backend,BE_building_colony_tent_city_name,Cidade de barracas,
Backend,BE_building_colony_open_city_description,Uma colônia a céu aberto com capacidade para 10.000. Precisa ser conectada à rede de abastecimento de água.,
Backend,BE_building_colony_open_city_name,Cidade aberta,
Backend,BE_building_drone_base_description,"Abriga um operário, que atenderá principalmente as estruturas ao seu redor.",
Backend,BE_building_drone_base_name,Central de operários,
Backend,BE_building_research_lab_description,Um entreposto de pesquisa para 50 cientistas. Concede um bônus de pesquisa quando ocupado.,
Backend,BE_building_research_lab_name,Entreposto de pesquisa,
Backend,BE_building_space_elevator_description,Possibilita a transferência eficiente de recursos de e para a órbita.,
Backend,BE_building_space_elevator_name,Elevador espacial,
Backend,BE_building_space_elevator_namePrefix,EL-,
Backend,BE_building_spaceport_description,Possibilita a execução de projetos especiais.,
Backend,BE_building_spaceport_name,Espaçoporto,
Backend,BE_building_spaceport_namePrefix,ES-,
Backend,BE_building_terraforming_biodome_description,Gera líquens e plantas que convertem CO<sub>2</sub> em O<sub>2</sub>.,
Backend,BE_building_terraforming_biodome_name,Biodomo,
Backend,BE_building_terraforming_aquadome_description,Gera cianobactérias em oceanos próximos que convertem CO<sub>2</sub> em O<sub>2</sub>.,
Backend,BE_building_terraforming_aquadome_name,Aquadomo,
Backend,BE_building_terraforming_ghg_factory_description,Libera gases do efeito estufa para aumentar a temperatura do planeta.,
