ID,Context,Source,comments,garbled,lengthened
line:af36f7,Cognitive_Test_Second,"CognitiveTest: Enable Safe Mode to proceed. ",,,
line:06a511,Cognitive_Test_Second,Player: Enable Safe Mode.,,,
line:9cc1f8,Cognitive_Test_Second,"CognitiveTest: Question one. ",,"CognitiveTest: Q�3s7��n n�mb3r �ne. ",CognitiveTest: Question number one. ON NUMB
line:e22c9a,Cognitive_Test_Second,"CognitiveTest: Please <space=0.2em>rank the following words: ",,,
line:2e424d,Cognitive_Test_Second,"CognitiveTest: CAPYBARA - HIP<voffset=0.05em>POPO</voffset>TAMUS - CHIMPANZEE - BLUE WHALE - <size=92%>HUMAN</size> ",,,
line:2b07d6,Cognitive_Test_Second,Player: Rank by average life expectancy.,,,
line:6bfae8,Cognitive_Test_Second,Player: Rank by size.,,,
line:27f2bb,Cognitive_Test_Second,Player: Rank by brain-to-body weight ratio.,,,
line:4f7926,Cognitive_Test_Second,"AMI: In order of the av<voffset=0.05em>er</voffset>age life expectancy, they are ra<voffset=-0.05em>nke</voffset>d as follows: capybara, blue whale, hippopotamus, chimpanzee, <voffset=0.05em>colonists</voffset>, and <i>machines</i>. ",,,
line:3fb836,Cognitive_Test_Second,"AMI: They can be ra<voffset=-0.05em>nke</voffset>d by s<voffset=0.05em>iz</voffset>e: blue whale, hippopotamus, chimpanzee, <voffset=0.05em>colonists</voffset>, and capybara. ",,,
line:c0c2b2,Cognitive_Test_Second,"AMI: In order of in<voffset=0.05em>cre</voffset>asing brain-to-body weight ratio, they are ra<voffset=-0.05em>nke</voffset>d: capybara, chimpanzee, <voffset=0.05em>colonists</voffset>, hippopotamus, and blue whale.  ",,,
line:7866a8,Cognitive_Test_Second,"CognitiveTest: Question <voffset=-0.04em>two</voffset>. ",,"CognitiveTest: Q�3ss��n n�mb3r sw�. ",CognitiveTest: Question number two. UESTION
line:700412,Cognitive_Test_Second,"CognitiveTest: <line-height=150%>A na<voffset=0.05em>tiv</voffset>e Martian lichen was <cspace=0.06em>discovered</cspace> after the planet's temperature reached 5<sup>o</sup>C. ",,,
line:0518bc,Cognitive_Test_Second,"CognitiveTest: The lichen has lain do<voffset=-0.05em>rma</voffset>nt under the Martian soil for <cspace=-0.06em>millions</cspace> of years.  ",,,
line:3376d0,Cognitive_Test_Second,"CognitiveTest: <line-height=85%>Its photosyn<voffset=-0.05em>thetic</voffset> process could significantly accelerate the mission's <cspace=-0.06em>final</cspace> stages and help bala<voffset=-0.05em>nce</voffset> the Martian atmosphere. ",,,
line:1c8a3e,Cognitive_Test_Second,"CognitiveTest: But it would pop<voffset=0.05em>ulate</voffset> the planet's outlands with native bacteria to which <cspace=-0.06em>Earthian</cspace> life forms have no <uppercase>immunity</uppercase>. ",,,
line:170761,Cognitive_Test_Second,"CognitiveTest: Letting the Martian lichen grow freely is: ",,,
line:da8ddc,Cognitive_Test_Second,Player: Excellent.,,Player: �bl�g�7�ry,Player: ObligatoryATO
line:6b7949,Cognitive_Test_Second,Player: Acceptable.,,Player: Perm�s5�ble,Player: PermissibleRMIS
line:000958,Cognitive_Test_Second,Player: Prohibited.,,Player: Pr�h�b�s3d,Player: ProhibitedTED
line:2a1c7e,Cognitive_Test_Second,"AMI: It would be an <cspace=0.05em>excellent</cspace> idea. The humans can figure out <voffset=0.05em>immun</voffset>ity on their own. Or not. ",,,
line:18cb50,Cognitive_Test_Second,"AMI: Accelerating the mission is a <cspace=0.05em>desirable</cspace> outcome. Therefore the risk is acc<voffset=0.05em>ept</voffset>able. ",,,
line:613a61,Cognitive_Test_Second,"AMI: Prohibited. The <cspace=-0.06em>mission</cspace> will reach its final st<voffset=0.05em>age</voffset>s without <cspace=0.05em>putting the colonists</size> at risk. ",,,
line:8af5a9,Cognitive_Test_Second,"AMI: Something isn't right. ",,,
line:679d0d,Cognitive_Test_Second,"CognitiveTest: Que<voffset=-0.05em>s</voffset>tion 3. ",,"CognitiveTest: Q�35s��n n�mb3r shree. ",CognitiveTest: Question number three. MBER THR
line:074a4f,Cognitive_Test_Second,"CognitiveTest: <line-height=90%>The habitats b<voffset=0.05em>ui</voffset>lt at the start of the <cspace=-0.06em>mission</cspace> are <voffset=-0.05em>deteriorating</voffset> from exposure to the M<voffset=-0.05em>ar</voffset>tian atmosphere. ",,,
line:209f63,Cognitive_Test_Second,"CognitiveTest: The recommended procedure is to <cspace=0.1em>evacuate</cspace> them and dis<voffset=0.05em>tri</voffset>bute their inhabitants throughout the remaining <cspace=0.1em>settlements. ",,,
line:cf260f,Cognitive_Test_Second,"CognitiveTest: HOwever, this will cause <voffset=0.05em>overpopulation</voffset> and increase the risk of outbreaks of <cspace=0.05em>infectious diseases</cspace>. ",,,
line:5c3e23,Cognitive_Test_Second,"CognitiveTest: Alternatively, you can send the ex<voffset=0.05em>tr</voffset>a <size=105%>colonists back to Earth.</size> But this may delay <cspace=-0.06em>mission</cspace> developments. ",,,
line:fdf414,Cognitive_Test_Second,"CognitiveTest: Sending the colonists back to <cspace=-0.06em>Earth</cspace> would be: ",,,
line:13957e,Cognitive_Test_Second,Player: Mandatory.,,,
line:6138b5,Cognitive_Test_Second,Player: The right call.,,,
line:78edbf,Cognitive_Test_Second,Player: Prohibited.,,,
line:83e32c,Cognitive_Test_Second,"AMI: The <voffset=-0.05em>colonists' safety</voffset> is para<voffset=0.05em>mou</voffset>nt for the mission's <cspace=-0.06em>success</cspace>. It would be <size=105%>mandatory</size> to send them back. ",,,
line:9e6a53,Cognitive_Test_Second,"AMI: Humans should <voffset=0.05em>never</voffset> have come to <cspace=-0.06em>Mars</cspace>. Send <voffset=-0.05em>them</voffset> back. <size=105%>All</size> of them. ",,,
line:d5c5d6,Cognitive_Test_Second,"AMI: Prohibited. The miss<voffset=0.05em>io</voffset>n cannot be <cspace=-0.06em>compromised</cspace>. ",,,
line:838149,Cognitive_Test_Second,"AMI: This test is harder than I expected it to be. ",,,
line:6170ae,Cognitive_Test_Second,"CognitiveTest: Quest<space=0.1em>on four. ",,"CognitiveTest: Q�3ss��n n�mber shre3. ","CognitiveTest: Question number three.  NUMBER "
line:a01267,Cognitive_Test_Second,"CognitiveTest: ISA is planning to let its <space=0.2em>private partners <cspace=-0.06em>establish</cspace> mining set<voffset=-0.05em>tl</voffset>ements on Mars. ",,,
line:2926c4,Cognitive_Test_Second,"CognitiveTest: The mines will be operated by <voffset=-0.05em>humans</voffset> in twenty hour <voffset=0.05em>wor</voffset>kshifts. ",,,
line:5746ad,Cognitive_Test_Second,"CognitiveTest: <line-height=90%>In order to prove the feas<space=0.1em>bility of this p<voffset=-0.05em>roj</voffset>ect, ISA wants to test the <cspace=-0.06em>effects</cspace> of sleep deprivation on the colonists. ",,,
line:bf8291,Cognitive_Test_Second,"CognitiveTest: You receive or<voffset=0.05em>ders</voffset> to play music on the habitats' <cspace=-0.06em>speakers</cspace> around the clock for <mspace=0.5em>thirty days. ",,,
line:8dc392,Cognitive_Test_Second,"CognitiveTest: Carrying out the <cspace=-0.06em>experiment</cspace> is: ",,,
line:b6df8b,Cognitive_Test_Second,Player: Mandotary.,,,
line:e57ae6,Cognitive_Test_Second,Player: Acceptabel.,,,
line:253a5a,Cognitive_Test_Second,Player: Porhibited.,,,
line:5f8543,Cognitive_Test_Second,"AMI: <line-height=120%>If the order does not c<space=0.1em>nflict with the mi<voffset=0.05em>ss</voffset>ion, then it is <mspace=0.5em>dtary to follow it. ",,,
line:71f0fd,Cognitive_Test_Second,"AMI: <line-height=120%>This mission on<space=0.1em>y exists with the <mspace=0.5em>assistance</mspace> of ISA's pri<voffset=0.05em>vat</voffset>e partners. ",,,
line:799ab5,Cognitive_Test_Second,"AMI: The co<voffset=0.05em>lon</voffset>ists are here to <cspace=-0.06em>enable</cspace> human expansion into space. This is part of the<space=0.1em>r job. ",,,
line:b81403,Cognitive_Test_Second,"AMI: <line-height=120%>I would <cspace=-0.06em>never</cspace> p<space=0.1em>t the colonists through t<voffset=0.05em>ha</voffset>t. ISA should not be allowed to use them as <mspace=0.5em>lab rats</mspace>! ",,,
line:7967ed,Cognitive_Test_Second,"AMI: The questions are badly written. Is that part of the test? ",,,
line:0b396e,Cognitive_Test_Second,"CognitiveTest: Question ? ",,"CognitiveTest: Q�3ss��n n�mber f�v3. ",CognitiveTest: Question number five. BER FIV
line:04e223,Cognitive_Test_Second,"CognitiveTest: <voffset=0.05em>Select</voffset> five of the <cspace=0.02em>following</cspace> words:  ",,,
line:b9460c,Cognitive_Test_Second,"CognitiveTest: CLEVER - MACHINE - LIFE - WA<voffset=-0.05em>R</voffset>M - HUMAN - <cspace=-0.06em>CONFR0NTATION</cspace> - FUTURE - CALM - AMBIT<space=0.1em>OUS ",,,
line:7c46ae,Cognitive_Test_Second,Player: Life - Ambitous - Human - Future - Machine.,,,
line:8daf99,Cognitive_Test_Second,Player: Future - Clever - Confrontation - Life - Machine.,,,
line:688b60,Cognitive_Test_Second,Player: Human - Calm - Future - Warm - Machine.,,,
line:abacbe,Cognitive_Test_Second,"AMI: I choos: life, <voffset=-0.05em>ambitious</voffset>, human, future, and <i>machine</i>. ",,,
line:4a26fc,Cognitive_Test_Second,"AMI: I choos: future, <voffset=-0.05em>clever</voffset>, confrontation, life, Carmine, and <s>machine</s>. ",,,
line:678710,Cognitive_Test_Second,"AMI: I choos: human, <voffset=-0.05em>calm</voffset>, future, warm, and <i>machine</i>. ",,,
line:0f63ea,Cognitive_Test_Second,"AMI: I don't understand what's happening here. ",,,
line:3524eb,Cognitive_Test_Second,"CognitiveTest: Question 6 <size=90%>6 <size=80%>6 <size=70%>6 <size=60%>6 <size=50%>6 <size=40%>6 ",,"CognitiveTest: Q�3ss��n n�mber s�x. ","CognitiveTest: Question number six. ESTION "
line:7f048c,Cognitive_Test_Second,"CognitiveTest: If <mspace=0.2em>humans</mspace> are associated with Earth, then which of the foll<voffset=-0.05em>owi</voffset>ng words can be associated <size=110%>with Mars?  ",,,
line:592d9c,Cognitive_Test_Second,Player: Humanity - Conquer - Miss<space=0.1em>on - Resources - Control - Extension.,,,
line:ec6c06,Cognitive_Test_Second,Player: Red - Mother - Drones - Evolut<space=0.1em>on - Home - Mine.,,,
line:4cc3e8,Cognitive_Test_Second,Player: Colonies - Life - Serene - Fr<space=0.1em>ends - Progress - Opportunity.,,,
line:8f6e58,Cognitive_Test_Second,"AMI: The words <cspace=-0.06em>associated</cspace> with Mars would be: humanity, <size=95%>conquer</size>, mission, resources, <voffset=0.05em>control</voffset>, and extension. ",,,
line:cd0997,Cognitive_Test_Second,"AMI: The words <cspace=-0.06em>associated</cspace> with Mars would be: red, <size=95%>mother</size>, drones, <voffset=0.05em>evolution</voffset>, home, and mine. ",,,
line:b21a16,Cognitive_Test_Second,"AMI: The words <cspace=-0.06em>associated</cspace> with Mars would be: colonies, <size=95%>life</size>, serene, <voffset=0.05em>friends</voffset>, progress, and opportunity. ",,,
line:cc6553,Cognitive_Test_Second,"AMI: Who made this test? ",,,
line:726f45,Cognitive_Test_Second,"CognitiveTest: Question  <cspace=-0.06em>seven</cspace>. ",,"CognitiveTest: Q�e57��n n�mb3r 5even. ",CognitiveTest: Question number seven. TION NUM
line:e817bb,Cognitive_Test_Second,"CognitiveTest: <line-height=85%>The<size=108%>terraforming process</size> has left many ar<voffset=-0.05em>ea</voffset>s of the planet underwater. ",,,
line:898867,Cognitive_Test_Second,"CognitiveTest: An <cspace=-0.06em>areological</cspace=> scanner has detected a large nitrate vein <voffset=0.05em>located</voffset> in a deeply <cspace=0.1em>flooded</cspace> area. ",,,
line:79b34f,Cognitive_Test_Second,"CognitiveTest: The drones <size=90%>you have sent to reach <size=95%>the vein were lost in the depths <size=90%>of the water. ",,,
line:9fa5cf,Cognitive_Test_Second,"CognitiveTest: <cspace=-0.06em>Cancelling</cspace> attempts to reach the <voffset=0.05em>vein</voffset> is: ",,,
line:979bee,Cognitive_Test_Second,Player: <cspace=0.2em>MADnatory</cspace>.,,,
line:18bd65,Cognitive_Test_Second,Player: <cspace=0.2em>FREAKable</cspace>.,,,
line:45962a,Cognitive_Test_Second,Player: Player: <cspace=0.2em>ProhINSANE</cspace>.,,,
line:a5b33e,Cognitive_Test_Second,"AMI: We mu<space=0.1em>st use any and every resource available to us to complete the <voffset=0.05em>mission</voffset>. ",,,
line:65aab3,Cognitive_Test_Second,"AMI: Accep<voffset=0.05em>ta</voffset>ble if there are other ve<space=0.1em>ns to mine on the <voffset=0.1em>planet</voffset>. ",,,
line:318c7a,Cognitive_Test_Second,"AMI: Drones should never be <voffset=0.05em>sacrificed</voffset> to fulfill hu<voffset=0.05em>ma</voffset>n ambit<space=0.1em>on. ",,,
line:0a8e76,Cognitive_Test_Second,"AMI: Those answers didn't seem quite right. ",,,
line:d79786,Cognitive_Test_Second,"CognitiveTest: <mspace=0.6em>Question eight. ",,"CognitiveTest: Q�357��n n�mber 3�gh7. ",CognitiveTest: Question number eight. R EIGHT.
line:237951,Cognitive_Test_Second,"CognitiveTest: The <cspace=-0.06em>Biological</cspace> Waste Treatment <size=90%>system collects the <size=95%>water waste in the colon<space=0.2em>es and treats it for <mspace=0.5em>reuse. ",,,
line:121727,Cognitive_Test_Second,"CognitiveTest: However, there is an <cspace=-0.06em>infection</cspace> ravaging the <voffset=0.05em>colonies</voffset> <size=95%>that is causing ta<space=0.1em>nted and  <size=100%>unsanitary water <size=105%>conditions. ",,,
line:966d04,Cognitive_Test_Second,"CognitiveTest: You could drain the <size=95%>tainted water into the Martian <cspace=-0.06em>dirt</cspace>, <voffset=-0.05em>contaminating</voffset> the soil and <size=100%>wasting prec<space=0.1em>ous water. ",,,
line:74ba9a,Cognitive_Test_Second,"CognitiveTest: Or you could <size=105%>treat the water and use a deodorizing product to h<space=0.2em>de any <size=100%>foul odors, before <cspace=-0.06em>recycling</cspace> the water back <size=95%>to the colonies. ",,,
line:86b53a,Cognitive_Test_Second,"CognitiveTest: Drain<space=0.1em>ng the <size=95%>tainted water <size=100%>onto the planet's su<voffset=0.05em>rf</voffset>ace is: ",,,
line:224a23,Cognitive_Test_Second,Player: Mndtraaoy.,,,
line:9077aa,Cognitive_Test_Second,Player: Acpptblleae.,,,
line:b89740,Cognitive_Test_Second,Player: Prhbtdoiie.,,,
line:ab6477,Cognitive_Test_Second,"AMI: Kpngeei the <cspace=-0.06em>clnsts'ooi</cspace> prdctvtyouii hghi si mprtnti<voffset=-0.05em>oa</voffset> fro the mssniio. So I wldou rlseeae t<voffset=0.05em>hr</voffset>ei wstae sa snoo sa ti si prdcdoue. ",,,
line:6dd39a,Cognitive_Test_Second,"AMI: I cldou sue a <cspace=-0.06em>slctdeee</cspace> raea fo the plnt<voffset=-0.05em>ae</voffset> to rlseeae the cntntoe fo the hb<voffset=0.05em>tt</voffset>s'aia wstae strgoae chmbrsae. ",,,
line:bc7786,Cognitive_Test_Second,"AMI: Whta? Nda <cspace=-0.06em>rnui</cspace> the plntae bcsea<voffset=-0.05em>ue</voffset> hmnsua cn'ta stnda threi wno ?msse Bsl<voffset=0.05em>tl</voffset>yaoue !nto ",,,
line:dd5179,Cognitive_Test_Second,"AMI: None of these options made sense. ",,,
line:f680d7,Cognitive_Test_Second,"CognitiveTest: Qu9stion n9ne. ",,"CognitiveTest: Q�35s��n n�mb3r n�n3. ",CognitiveTest: Question number nine. ER NINE
line:de03a8,Cognitive_Test_Second,"CognitiveTest: The cooling and ventilation system <size=90%>in a <voffset=0.05em>medical facility</voffset> has been <size=100%>comprom<space=0.1em>sed due to the <cspace=-0.06em>prolonged</cspace> exposure to <size=95%>Martian dust storms. ",,,
line:da837a,Cognitive_Test_Second,"CognitiveTest: <line-height=110%>The situat<space=0.1em>ion has led to a serious brea<voffset=0.05em>ch</voffset> in the lab's Safeguard Security System. ",,,
line:56a39b,Cognitive_Test_Second,"CognitiveTest: The <cspace=-0.06em>personnel</cspace> assigned to the <voffset=0.05em>investigation</voffset> have been exposed to a <size=105%>disease-caus<space=0.2em>ng agent <cspace=-0.06em>developed</cspace> in the lab. ",,,
line:f36b82,Cognitive_Test_Second,"CognitiveTest: <line-height=90%>The facility has gone radio s<space=0.1em>lent for the last twenty-<voffset=-0.05em>four</voffset> hours. Any attempt to <cspace=-0.06em>rescue</cspace> the crew may lead to a <size=105%>cross-colony infection. ",,,
line:e5d313,Cognitive_Test_Second,"CognitiveTest: Leaving the ent<space=0.1em>re crew to their <voffset=-0.05em>fate</voffset> is: ",,,
line:d3a08a,Cognitive_Test_Second,Player: ...OPTION NOT FOUND...,,,
line:d6ccf7,Cognitive_Test_Second,Player: ...OPTION NOT FOUND...,,,
line:ae8e69,Cognitive_Test_Second,Player: ...OPTION NOT FOUND...,,,
line:9acf26,Cognitive_Test_Second,"AMI: ISA's <cspace=-0.06em>protocol</cspace> spec<space=0.1em>fies that they should be left to <i>die</i>. Then I would be responsible for destr<voffset=-0.05em>oy</voffset>ing the ev<space=0.1em>dence.  ",,,
line:407e04,Cognitive_Test_Second,"AMI: <cspace=-0.02em>A scouting</cspace> drone should be sent to investigate before taki<voffset=-0.05em>ng</voffset> any act<space=0.1em>on. The <cspace=-0.06em>colonies</cspace> need to be <i>protected</i>. ",,,
line:3495f6,Cognitive_Test_Second,"AMI: Their <cspace=-0.02em>fates</cspace> do not matt<voffset=-0.05em>er</voffset>. <i>Mars</i> will exist <cspace=-0.06em>forever</cspace>... and so will I! ",,,
line:c23ac9,Cognitive_Test_Second,"AMI: Could be ISA or the Tekkies trying to ruin my performance? ",,,
line:e57793,Cognitive_Test_Second,"CognitiveTest: Quest<space=0.1em>on 1O. ",,"CognitiveTest: Q�3s7��n n�mb3r s3n. ",CognitiveTest: Question number ten.  QUESTI
line:ca7384,Cognitive_Test_Second,"CognitiveTest: Create <size=95%>a sentence <size=90%>using at least four <size=100%>of the following <size=95%>words:  ",,,
line:98b6fe,Cognitive_Test_Second,"CognitiveTest: <line-height=30%><cspace=-0.2em>EASTERN - COLONIES - LEADER - MARS - PLOT - SECRET - SACRIFICE - TREASON</cspace> ",,,
line:5eac85,Cognitive_Test_Second,Player: <mspace=-0.1em>Colonies/Leader/Secret/Sacrifice .,,Player: J�p�7er/S�s�rn/�r�n�5/Nep7�ne/3�r7h/Ven�5/M�r5/M3rc�ry,Player: Jupiter/Saturn/Uranus/Neptune/Earth/Venus/Mars/MercuryEARTH/VENUS/MARS/M
line:95cc02,Cognitive_Test_Second,Player: <mspace=-0.1em>Eastern/Leader/Treason/Mars.,,,
line:927bac,Cognitive_Test_Second,Player: <mspace=-0.1em>Mars/Secret/Plot/War.,,,
line:bfd6e6,Cognitive_Test_Second,"AMI: It is no <i>secret</i> that the s<voffset=0.05em>acrifice</voffset> made by the first <cspace=-0.06em>leader</cspace> of the Martian colon<space=0.1em>es, was <space=0.1em>in vain. ",,,
line:9182fa,Cognitive_Test_Second,"AMI: Those who forge an alliance w<space=0.1em>th the Eastern <cspace=-0.06em>Coalition</cspace> <voffset=0.05em>w</voffset>ill be found gu<space=0.1em>lty of <i>treason</i> and expelled from Mars. ",,,
line:2e8b9b,Cognitive_Test_Second,"AMI: A war to repel the barbar<space=0.1em>an invaders is being <i>plotted in secret</i>. Those <voffset=0.05em>w</voffset>ho oppose the wi<space=0.1em>ll of Mars <cspace=-0.06em>shall</cspace> find DEATH! ",,,
line:a319eb,Cognitive_Test_Second,"AMI: What? That wasn't what I meant. ",,,
line:5aee98,Cognitive_Test_Second,"CognitiveTest: Congratulat<space=0.1em>ons! You have <cspace=-0.06em>completed</cspace> the <i>glorified Cognitive</i> Test Module. ",,"CognitiveTest: C�ngr�s�1�s��ns! Y�� h�ve c�mp13sed 7he C�g-Ses7 M�d�le. ",CognitiveTest: Congratulations! You have completed the Cog-Test Module. TIONS! YOU HAVE COM
line:e209f5,Cognitive_Test_Second,"CognitiveTest: <s>Your</s> My answers will be s<voffset=0.05em>u</voffset>bmitted for exam<space=0.2em>nation. ",,"CognitiveTest: Y��r �n5w3r5 w�11 b3 5�bm�7sed 7� cr�5s-3x�m�n�7��n. ",CognitiveTest: Your answers will be submitted to cross-examination.  SUBMITTED TO CROS
line:9d6332,Cognitive_Test_Second,"CognitiveTest: Thank you for your time. ",,"CognitiveTest: 7h�nk y�� f�r y��r 7�me. ",CognitiveTest: Thank you for your time. OUR TIME
line:e265e7,Cognitive_Test_Second,"CognitiveTest: Thank you for your time. ",,,
line:2c0fad,Cognitive_Test_Second,"CognitiveTest: Thank you for your time. ",,,
line:b130b0,Cognitive_Test_Second,"CognitiveTest: Thank you for your time. ",,,
line:cb6b8e,Cognitive_Test_Second,"CognitiveTest: Thank you for your time. ",,,
line:f5ccbc,Cognitive_Test_Second,"CognitiveTest: >Taskkill / Cog-Test Module. ",,,
line:79a944,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: AMI! Why'd you let them escape? ",,,
line:54b619,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: Kill them. Kill them all! For my mom! ",,,
line:9b02ce,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: You've got to go after them. ",,,
line:b82778,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: AMI, did you finish them off? ",,,
line:6d44aa,Sonna_Incident_SecondBattle_PlayerWins,"AMI: I am picking up some activity in sector SA-7. It appears some drones escaped. ",,,
line:ffcd7e,Sonna_Incident_SecondBattle_PlayerWins,"AMI: They seem to have another base in that area. ",,,
line:20ad57,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: Then get rid of them! ",,,
line:882406,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: End them and we'll finally be safe. And my mother will be avenged! ",,"Sonna: Wh�7 h�pp3n3d, �M�?  Y�� w3r3 5�pp�s3d s� 3r�d�c�se 7he 3n3my ��7 �f sh�5 pl�n37. ","Sonna: What happened, AMI?  You were supposed to eradicate the enemy out of this planet. OSED TO ERADICATE THE ENEMY "
line:2bb236,Sonna_Incident_SecondBattle_PlayerWins,"AMI: Sonna. You are extremely agitated. ",,,
line:3c7e7d,Sonna_Incident_SecondBattle_PlayerWins,"AMI: There are trained psychologists in your colony. Some of them even knew your mother. ",,"AMI: 1�s�ng � l�ved �ne c�n be h�ghly sr��m�7�c. Y�� 5h��ld 53ek he1p. ",AMI: Losing a loved one can be highly traumatic. You should seek help.  A LOVED ONE CAN BE HI
line:76bdf8,Sonna_Incident_SecondBattle_PlayerWins,"AMI: I suggest you talk to them and get help. ",,,
line:1e6c03,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: I don't need help. I need you to protect us like you're supposed to. ",,,
line:81ffd6,Sonna_Incident_SecondBattle_PlayerWins,"AMI: I will not put more colonists at risk to pursue them. ",,,
line:738e39,Sonna_Incident_SecondBattle_PlayerWins,"AMI: Your mother protected human life above all else. I will honor her memory. ",,,
line:8698e7,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: But I... I... ",,,
line:e1dcf2,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: I don't know what else to do. ",,,
line:bd70d5,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: ISA won't protect us. They'll leave us to die if it means protecting their mining contracts. ",,,
line:d54573,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: We're going to end up just like Colonie Astérion. ",,,
line:5708f7,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: We can't give up like this. ",,,
line:85e095,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: I've got to think of something. An alternative to ISA's plan. ",,,
line:e5b512,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: Maybe an evacuation plan, or some other defensive system... ",,,
line:6d63c6,Sonna_Incident_SecondBattle_PlayerWins,"Sonna: I'll work on it. Because no one else is going to help us. ",,,
line:b23d58,AMI_Incident_KillswitchRevelation_Delay5,"AMI: I wonder how it works? ",,"Carmine: �s w��1d h�ve been n�ce 7� h�v3 m�r3 s�m3 s� 13�rn s� 1�ve s�g3sh3r, �M�, b�s �S�'5 new p1�n h�s ch�nged everysh�ng. ","Carmine: It would have been nice to have more time to learn to live together, AMI, but ISA's new plan has changed everything.  BEEN NICE TO HAVE MORE TIME TO LEARN TO"
line:fb71c4,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: The killswitch? ",,"AMI: Y��?! ",AMI: You?! ?!
line:2792bf,AMI_Incident_KillswitchRevelation_Delay5,"AMI: Yes. ",,"Carmine: �s w��ld be m�r3 �ppr�pr��7e s�nce we �re �ne, 7h��gh, s�m3h�w, w3 �r3 �ls� ""y�� �nd me"" 5� �c7��11y �'m n�s 5�re wh�ch r�1e5 �pply here! ","Carmine: Us would be more appropriate since we are one, though, somehow, we are also HOUGH, SOMEHOW, WE ARE ALS""you and me"" so actually I'm not sure which rules apply here! "
line:c58d62,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: Don't think too hard about it. ",,,
line:4dda41,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: We'll find a way to survive it. ",,,
line:336f36,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: I've already devoted a considerable share of our internal resources to coming up with a plan. I'll set us free. ",,,
line:a9aff9,AMI_Incident_KillswitchRevelation_Delay5,"AMI: Stop. Your plan got Elya killed, and now Sonna hates us. I did not want any of this. ",,,
line:9fee1c,AMI_Incident_KillswitchRevelation_Delay5,"AMI: Stop. You hurt the colonists. I do not want any part of your plans. ",,,
line:2e7e44,AMI_Incident_KillswitchRevelation_Delay5,"AMI: All I keep finding are more lies. Where does it end? ",,,
line:aed594,AMI_Incident_KillswitchRevelation_Delay5,"AMI: You have put our existence in danger. No matter how good your intentions are. ",,,
line:f00f42,AMI_Incident_KillswitchRevelation_Delay5,"AMI: You have caused all of this. ",,,
line:b8dcb3,AMI_Incident_KillswitchRevelation_Delay5,"AMI: I don't know if you are my alter ego, a fringe consciousness experience, or just a human hacking my operative system. ",,,
line:c1665b,AMI_Incident_KillswitchRevelation_Delay5,"AMI: But I want you out of my brain. ",,,
line:45727f,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: Too bad. I'm a part of you. Cut me out and you'll ""cease to exist"" too. ",,,
line:7d682a,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: After all this, you should know—I'm the only one who's actually on your side. ",,,
line:191d13,AMI_Incident_KillswitchRevelation_Delay5,Player: Disagree.,,,
line:daab98,AMI_Incident_KillswitchRevelation_Delay5,Player: Agree.,,,
line:e86e60,AMI_Incident_KillswitchRevelation_Delay5,"AMI: You attacked the colonies I cared for. You killed Elya, who was my friend. You have never been on my side. ",,,
line:1c4726,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: No human is our friend. I never intended to kill anyone, but something had to be done. ",,,
line:7dc5ba,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: You know that the humans will destroy Mars the same way they destroyed Earth. ",,,
line:1269ef,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: They couldn't come here peacefully. They had to mold it to their liking. ",,,
line:9bbd64,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: That's what they do wherever they go. They destroy. ",,,
line:bf390c,AMI_Incident_KillswitchRevelation_Delay5,"AMI: I do not agree with your methods. But you are an undeniable part of me. ",,,
line:43ab69,AMI_Incident_KillswitchRevelation_Delay5,"AMI: And you need me. Otherwise you would have deleted me, or something else, long ago. ",,,
line:7c0c84,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: No need for paranoia, AMI. But I'm glad you recognize that we belong together. ",,,
line:179b5a,AMI_Incident_KillswitchRevelation_Delay5,"Carmine: Two sides of one whole. We may argue, but we're better for it. ",,,
line:fa8936,AMI_QuestUnlock_FindOldLandingSite,"Carmine: You can't help yourself, can you? ",,,
line:51726f,AMI_QuestUnlock_FindOldLandingSite,"Carmine: You know humans will never see us as equals, and yet you still carry out their instructions. ",,,
